case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE000163,CUST000124,Bharti Textiles Limited,INV0001234,2025-03-25,63504.36,29,Low,In Progress,Rahul Gupta,REP000006,Standard Follow-up,2025-04-08,2025-04-24,,
CASE000164,CUST000125,HDFC Textiles Limited,INV0001242,2025-03-06,1646287.20,55,Critical,Open,Rahul Joshi,REP000046,Standard Follow-up,2025-03-19,2025-04-30,,
CASE000166,CUST000127,Mahindra Textiles Limited,INV0001263,2025-01-27,172408.65,86,High,In Progress,Sanjay Gupta,REP000007,Payment Plan,2025-04-04,2025-05-07,,
CASE000167,CUST000127,Mahindra Textiles Limited,INV0001266,2025-01-14,226961.60,100,Critical,Escalated,Kavita Mishra,REP000038,Legal Action Warning,2025-02-11,2025-04-19,,
CASE000168,CUST000128,Birla Textiles Limited,INV0001277,2025-03-25,173064.76,35,Medium,Open,Anita Gupta,REP000016,Standard Follow-up,2025-04-17,2025-04-24,,
CASE000169,CUST000128,Birla Textiles Limited,INV0001278,2025-03-03,439125.51,53,Medium,In Progress,Kavita Gupta,REP000018,Standard Follow-up,2025-03-11,2025-05-05,,
CASE000170,CUST000129,Adani Textiles Limited,INV0001282,2025-02-14,341338.49,74,High,In Progress,Sunil Joshi,REP000044,Intensive Collection,2025-03-05,2025-05-09,,
CASE000171,CUST000130,JSW Textiles Limited,INV0001293,2024-12-24,16083.72,126,Critical,Escalated,Anil Mishra,REP000025,Legal Action Warning,2025-01-01,2025-04-19,,
CASE000172,CUST000130,JSW Textiles Limited,INV0001296,2025-02-13,52315.89,72,High,Pending Customer,Rahul Gupta,REP000006,Intensive Collection,2025-02-16,2025-04-19,,
CASE000173,CUST000131,Godrej Textiles Limited,INV0001301,2025-03-01,85549.81,53,Medium,Open,Shalini Mishra,REP000039,Standard Follow-up,2025-04-08,2025-05-02,,
CASE000174,CUST000132,L&T Textiles Limited,INV0001314,2025-04-17,91650.25,5,Low,In Progress,Ashok Mishra,REP000030,Standard Follow-up,2025-04-17,2025-04-21,,
CASE000175,CUST000132,L&T Textiles Limited,INV0001316,2025-04-17,14057.98,11,Low,Open,Ashok Mishra,REP000030,Standard Follow-up,2025-04-17,2025-05-08,,
CASE000176,CUST000134,SBI Textiles Limited,INV0001331,2025-01-12,636566.38,110,Critical,Pending Customer,Shalini Mishra,REP000039,Legal Action Warning,2025-02-13,2025-05-06,,
CASE000177,CUST000134,SBI Textiles Limited,INV0001334,2025-03-14,1713753.94,46,Critical,In Progress,Pooja Mishra,REP000033,Standard Follow-up,2025-03-26,2025-04-23,,
CASE000179,CUST000134,SBI Textiles Limited,INV0001336,2025-03-07,1239087.42,56,Critical,Open,Rani Gupta,REP000014,Standard Follow-up,2025-03-07,2025-04-23,,
CASE000180,CUST000135,TCS Textiles Limited,INV0001341,2024-12-24,38399.77,123,Critical,Escalated,Neha Gupta,REP000012,Legal Action Warning,2025-02-23,2025-05-03,,
CASE000181,CUST000136,Bajaj Textiles Limited,INV0001352,2025-01-17,130466.73,105,Critical,Escalated,Ashok Mishra,REP000030,Settlement Offer,2025-04-07,2025-05-05,,
CASE000182,CUST000136,Bajaj Textiles Limited,INV0001355,2024-12-13,556007.85,137,Critical,Escalated,Amit Gupta,REP000002,Legal Action Warning,2025-04-01,2025-04-30,,
CASE000183,CUST000137,HCL Textiles Limited,INV0001363,2024-12-29,87836.36,115,Critical,In Progress,Ashok Gupta,REP000010,Settlement Offer,2025-01-31,2025-05-06,,
CASE000184,CUST000137,HCL Textiles Limited,INV0001364,2024-11-20,47600.03,155,Critical,Escalated,Raj Gupta,REP000001,Legal Action Warning,2024-11-27,2025-05-09,,
CASE000185,CUST000138,Hindustan Textiles Limited,INV0001371,2024-12-23,72323.98,126,Critical,In Progress,Amit Gupta,REP000002,Legal Action Warning,2025-03-04,2025-05-07,,
CASE000186,CUST000138,Hindustan Textiles Limited,INV0001373,2024-12-17,17702.27,131,Critical,In Progress,Sanjay Gupta,REP000007,Legal Action Warning,2025-01-18,2025-05-05,,
CASE000187,CUST000139,Indian Textiles Limited,INV0001387,2025-01-30,403140.61,88,High,Pending Customer,Kavita Gupta,REP000018,Payment Plan,2025-03-08,2025-04-27,,
CASE000188,CUST000139,Indian Textiles Limited,INV0001388,2025-01-16,111852.68,99,Critical,Escalated,Neha Gupta,REP000012,Settlement Offer,2025-02-01,2025-05-08,,
CASE000189,CUST000142,Reliance Pharma Limited,INV0001411,2025-02-17,65797.42,74,High,In Progress,Ashok Mishra,REP000030,Intensive Collection,2025-03-05,2025-05-02,,
CASE000190,CUST000142,Reliance Pharma Limited,INV0001413,2024-12-07,81839.59,137,Critical,Escalated,Rakesh Gupta,REP000008,Legal Action Warning,2025-02-17,2025-05-09,,
CASE000191,CUST000143,Infosys Pharma Limited,INV0001422,2025-04-17,555826.13,11,High,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-04-17,2025-04-28,,
CASE000192,CUST000143,Infosys Pharma Limited,INV0001424,2025-03-08,244685.40,46,Medium,Open,Geeta Mishra,REP000040,Standard Follow-up,2025-04-06,2025-05-03,,
CASE000193,CUST000144,Bharti Pharma Limited,INV0001432,2025-02-15,105261.00,74,High,Pending Customer,Rani Gupta,REP000014,Intensive Collection,2025-04-15,2025-04-29,,
CASE000194,CUST000146,Wipro Pharma Limited,INV0001451,2025-03-26,126662.40,33,Medium,In Progress,Neha Mishra,REP000032,Standard Follow-up,2025-03-27,2025-04-27,,
CASE000195,CUST000146,Wipro Pharma Limited,INV0001452,2025-01-24,58611.99,95,Critical,Escalated,Geeta Gupta,REP000020,Legal Action Warning,2025-02-03,2025-04-29,,
CASE000196,CUST000146,Wipro Pharma Limited,INV0001455,2025-04-17,29063.99,10,Low,Open,Sunil Gupta,REP000004,Standard Follow-up,2025-04-17,2025-04-27,,
CASE000197,CUST000146,Wipro Pharma Limited,INV0001456,2025-04-06,61810.24,22,Low,In Progress,Raj Mishra,REP000021,Standard Follow-up,2025-04-17,2025-04-25,,
CASE000198,CUST000146,Wipro Pharma Limited,INV0001457,2025-03-28,78394.06,31,Medium,In Progress,Vijay Mishra,REP000023,Standard Follow-up,2025-04-09,2025-05-02,,
CASE000199,CUST000146,Wipro Pharma Limited,INV0001458,2025-01-01,24117.55,118,Critical,Escalated,Geeta Mishra,REP000040,Settlement Offer,2025-03-08,2025-05-08,,
CASE000201,CUST000148,Birla Pharma Limited,INV0001476,2024-12-05,39311.55,146,Critical,In Progress,Ashok Mishra,REP000030,Legal Action Warning,2025-02-02,2025-04-21,,
CASE000202,CUST000148,Birla Pharma Limited,INV0001477,2025-02-05,104547.03,80,High,Open,Neha Mishra,REP000032,Intensive Collection,2025-02-18,2025-05-09,,
CASE000203,CUST000150,JSW Pharma Limited,INV0001492,2024-12-04,65664.26,140,Critical,In Progress,Vijay Gupta,REP000003,Settlement Offer,2025-03-17,2025-05-05,,
CASE000204,CUST000151,Godrej Pharma Limited,INV0001502,2025-01-15,323184.36,103,Critical,Pending Customer,Rani Mishra,REP000034,Legal Action Warning,2025-03-22,2025-04-26,,
CASE000205,CUST000151,Godrej Pharma Limited,INV0001505,2025-01-04,86231.23,112,Critical,Escalated,Kavita Gupta,REP000018,Legal Action Warning,2025-04-04,2025-04-28,,
CASE000206,CUST000151,Godrej Pharma Limited,INV0001506,2024-11-30,273784.52,144,Critical,Escalated,Geeta Mishra,REP000040,Legal Action Warning,2025-02-17,2025-05-07,,
CASE000207,CUST000152,L&T Pharma Limited,INV0001515,2024-11-17,229245.03,163,Critical,Escalated,Sunita Gupta,REP000015,Legal Action Warning,2025-03-04,2025-05-04,,
CASE000208,CUST000153,ICICI Pharma Limited,INV0001522,2025-01-18,106699.70,97,Critical,Escalated,Amit Gupta,REP000002,Legal Action Warning,2025-03-01,2025-04-20,,
CASE000209,CUST000153,ICICI Pharma Limited,INV0001523,2024-12-04,77917.21,148,Critical,Escalated,Ashok Gupta,REP000010,Settlement Offer,2025-03-16,2025-04-28,,
CASE000210,CUST000154,SBI Pharma Limited,INV0001532,2025-02-18,2126574.73,65,Critical,Open,Sanjay Gupta,REP000007,Intensive Collection,2025-03-29,2025-04-25,,
CASE000211,CUST000154,SBI Pharma Limited,INV0001537,2024-12-20,743380.00,126,Critical,In Progress,Rajesh Gupta,REP000009,Legal Action Warning,2025-03-11,2025-04-20,,
CASE000212,CUST000155,TCS Pharma Limited,INV0001546,2024-12-24,350624.06,127,Critical,In Progress,Geeta Mishra,REP000040,Legal Action Warning,2025-03-06,2025-05-03,,
CASE000214,CUST000157,HCL Pharma Limited,INV0001563,2025-01-21,36856.50,100,Critical,Pending Customer,Vijay Gupta,REP000003,Settlement Offer,2025-02-18,2025-04-20,,
CASE000215,CUST000157,HCL Pharma Limited,INV0001564,2025-01-21,109096.59,101,Critical,Escalated,Rahul Joshi,REP000046,Legal Action Warning,2025-03-30,2025-04-29,,
CASE000216,CUST000157,HCL Pharma Limited,INV0001565,2025-04-10,12098.71,18,Low,Open,Ashok Joshi,REP000050,Standard Follow-up,2025-04-17,2025-04-22,,
CASE000217,CUST000158,Hindustan Pharma Limited,INV0001571,2024-12-14,456186.76,133,Critical,Escalated,Meena Mishra,REP000037,Settlement Offer,2025-01-13,2025-05-05,,
CASE000218,CUST000159,Indian Pharma Limited,INV0001583,2024-12-01,164465.05,151,Critical,Pending Customer,Rakesh Joshi,REP000048,Settlement Offer,2025-01-11,2025-04-28,,
CASE000219,CUST000160,Tech Pharma Limited,INV0001592,2025-01-09,173312.10,105,Critical,In Progress,Sanjay Joshi,REP000047,Legal Action Warning,2025-02-24,2025-05-01,,
CASE000220,CUST000160,Tech Pharma Limited,INV0001593,2025-01-16,383992.47,102,Critical,Pending Customer,Amit Joshi,REP000042,Settlement Offer,2025-03-07,2025-05-06,,
CASE000221,CUST000160,Tech Pharma Limited,INV0001597,2025-04-17,424770.95,7,Medium,Open,Amit Mishra,REP000022,Standard Follow-up,2025-04-17,2025-04-22,,
CASE000222,CUST000161,Tata Healthcare Limited,INV0001604,2025-03-12,609805.49,44,High,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-09,2025-05-05,,
CASE000223,CUST000165,HDFC Healthcare Limited,INV0001642,2025-01-16,386797.30,103,Critical,Pending Customer,Ashok Joshi,REP000050,Legal Action Warning,2025-02-23,2025-04-27,,
CASE000224,CUST000165,HDFC Healthcare Limited,INV0001643,2025-03-15,369024.81,40,Medium,In Progress,Pooja Gupta,REP000013,Standard Follow-up,2025-04-11,2025-04-26,,
CASE000225,CUST000165,HDFC Healthcare Limited,INV0001647,2025-01-17,359862.87,100,Critical,Pending Customer,Rani Mishra,REP000034,Settlement Offer,2025-01-19,2025-04-28,,
CASE000226,CUST000165,HDFC Healthcare Limited,INV0001648,2024-12-31,349321.50,115,Critical,Escalated,Sunil Mishra,REP000024,Settlement Offer,2025-01-26,2025-05-06,,
CASE000227,CUST000166,Wipro Healthcare Limited,INV0001655,2024-12-30,836564.09,117,Critical,In Progress,Raj Joshi,REP000041,Legal Action Warning,2025-03-19,2025-04-27,,
CASE000228,CUST000167,Mahindra Healthcare Limited,INV0001661,2025-01-20,19894.57,93,Critical,Pending Customer,Pooja Gupta,REP000013,Legal Action Warning,2025-03-19,2025-05-05,,
CASE000229,CUST000167,Mahindra Healthcare Limited,INV0001663,2025-03-22,113315.03,35,Medium,Open,Anil Joshi,REP000045,Standard Follow-up,2025-03-29,2025-04-19,,
CASE000230,CUST000167,Mahindra Healthcare Limited,INV0001664,2025-04-17,21322.26,8,Low,In Progress,Vijay Joshi,REP000043,Standard Follow-up,2025-04-17,2025-04-21,,
CASE000231,CUST000168,Birla Healthcare Limited,INV0001672,2025-03-17,375246.56,43,Medium,Open,Anil Gupta,REP000005,Standard Follow-up,2025-03-26,2025-04-19,,
CASE000232,CUST000169,Adani Healthcare Limited,INV0001688,2025-04-17,73435.72,14,Low,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-17,2025-05-09,,
CASE000233,CUST000170,JSW Healthcare Limited,INV0001691,2024-12-22,178472.49,129,Critical,Pending Customer,Raj Mishra,REP000021,Settlement Offer,2024-12-30,2025-05-02,,
CASE000234,CUST000170,JSW Healthcare Limited,INV0001693,2024-12-05,145037.47,139,Critical,Escalated,Rakesh Joshi,REP000048,Settlement Offer,2025-03-31,2025-05-09,,
CASE000235,CUST000170,JSW Healthcare Limited,INV0001695,2025-03-03,154680.36,57,Medium,In Progress,Neha Gupta,REP000012,Standard Follow-up,2025-04-03,2025-04-29,,
CASE000236,CUST000170,JSW Healthcare Limited,INV0001697,2025-03-24,463951.87,36,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-03-26,2025-04-29,,
CASE000237,CUST000171,Godrej Healthcare Limited,INV0001702,2025-01-01,499535.02,115,Critical,Escalated,Sunil Gupta,REP000004,Settlement Offer,2025-03-22,2025-05-09,,
CASE000238,CUST000171,Godrej Healthcare Limited,INV0001703,2025-03-18,579436.73,38,High,In Progress,Raj Gupta,REP000001,Standard Follow-up,2025-03-25,2025-04-20,,
CASE000239,CUST000171,Godrej Healthcare Limited,INV0001705,2024-12-23,182574.11,123,Critical,Escalated,Shalini Gupta,REP000019,Legal Action Warning,2025-02-01,2025-04-21,,
CASE000240,CUST000172,L&T Healthcare Limited,INV0001711,2025-02-14,1280983.00,76,Critical,In Progress,Priya Gupta,REP000011,Intensive Collection,2025-04-08,2025-05-01,,
CASE000241,CUST000175,TCS Healthcare Limited,INV0001741,2025-04-02,458079.22,23,Medium,In Progress,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-08,2025-04-20,,
CASE000242,CUST000175,TCS Healthcare Limited,INV0001743,2025-03-17,308353.65,40,Medium,In Progress,Pooja Gupta,REP000013,Standard Follow-up,2025-04-08,2025-05-01,,
CASE000243,CUST000176,Bajaj Healthcare Limited,INV0001751,2025-01-11,2187203.84,111,Critical,Pending Customer,Anita Gupta,REP000016,Legal Action Warning,2025-01-29,2025-05-07,,
CASE000244,CUST000177,HCL Healthcare Limited,INV0001761,2025-03-08,257526.09,50,Medium,In Progress,Anita Gupta,REP000016,Standard Follow-up,2025-03-21,2025-05-07,,
CASE000245,CUST000177,HCL Healthcare Limited,INV0001762,2025-01-24,417387.30,91,Critical,Pending Customer,Rakesh Joshi,REP000048,Legal Action Warning,2025-03-10,2025-04-22,,
CASE000246,CUST000177,HCL Healthcare Limited,INV0001763,2024-12-26,568412.81,118,Critical,Escalated,Vijay Gupta,REP000003,Legal Action Warning,2025-03-18,2025-04-24,,
CASE000247,CUST000178,Hindustan Healthcare Limited,INV0001772,2025-03-11,101771.77,51,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-03-13,2025-05-09,,
CASE000248,CUST000178,Hindustan Healthcare Limited,INV0001775,2025-04-03,74203.14,21,Low,In Progress,Meena Mishra,REP000037,Standard Follow-up,2025-04-13,2025-05-01,,
CASE000249,CUST000179,Indian Healthcare Limited,INV0001787,2024-12-17,61267.76,134,Critical,Pending Customer,Sanjay Mishra,REP000027,Settlement Offer,2025-01-22,2025-04-28,,
CASE000250,CUST000180,Tech Healthcare Limited,INV0001796,2024-12-23,709026.77,124,Critical,Escalated,Meena Mishra,REP000037,Settlement Offer,2025-03-29,2025-04-30,,
CASE000251,CUST000181,Tata Retail Limited,INV0001802,2025-02-10,138780.27,76,High,In Progress,Ashok Mishra,REP000030,Payment Plan,2025-03-22,2025-04-19,,
CASE000252,CUST000181,Tata Retail Limited,INV0001803,2025-03-19,479340.00,39,Medium,Open,Rajesh Mishra,REP000029,Standard Follow-up,2025-04-09,2025-04-24,,
CASE000253,CUST000182,Reliance Retail Limited,INV0001811,2025-03-28,1170776.98,30,Critical,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-04-15,2025-04-22,,
CASE000254,CUST000184,Bharti Retail Limited,INV0001833,2025-04-17,54358.54,12,Low,Open,Anil Joshi,REP000045,Standard Follow-up,2025-04-17,2025-04-22,,
CASE000255,CUST000184,Bharti Retail Limited,INV0001834,2025-04-15,16755.20,16,Low,Open,Anil Mishra,REP000025,Standard Follow-up,2025-04-16,2025-04-30,,
CASE000256,CUST000185,HDFC Retail Limited,INV0001842,2025-02-24,294822.93,58,Medium,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-03-26,2025-05-08,,
CASE000257,CUST000185,HDFC Retail Limited,INV0001845,2024-12-22,182866.61,130,Critical,Pending Customer,Rajesh Joshi,REP000049,Settlement Offer,2025-03-20,2025-05-07,,
CASE000258,CUST000187,Mahindra Retail Limited,INV0001862,2025-02-26,688733.20,59,High,Open,Amit Mishra,REP000022,Standard Follow-up,2025-03-13,2025-04-25,,
CASE000259,CUST000188,Birla Retail Limited,INV0001872,2025-03-27,352091.02,35,Medium,Open,Sanjay Gupta,REP000007,Standard Follow-up,2025-04-16,2025-04-20,,
CASE000260,CUST000189,Adani Retail Limited,INV0001883,2025-02-01,296359.63,90,High,In Progress,Sanjay Gupta,REP000007,Payment Plan,2025-03-04,2025-05-03,,
CASE000261,CUST000190,JSW Retail Limited,INV0001894,2025-03-19,489965.93,35,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-31,2025-05-08,,
CASE000262,CUST000190,JSW Retail Limited,INV0001895,2025-02-05,389365.76,82,High,Open,Raj Joshi,REP000041,Payment Plan,2025-04-15,2025-04-25,,
CASE000263,CUST000191,Godrej Retail Limited,INV0001901,2025-03-16,353943.16,44,Medium,Open,Rani Gupta,REP000014,Standard Follow-up,2025-04-01,2025-04-24,,
CASE000264,CUST000192,L&T Retail Limited,INV0001911,2025-03-29,55846.52,29,Low,Open,Priya Mishra,REP000031,Standard Follow-up,2025-04-03,2025-04-21,,
CASE000265,CUST000192,L&T Retail Limited,INV0001914,2025-03-02,117256.68,53,Medium,Open,Neha Mishra,REP000032,Standard Follow-up,2025-04-11,2025-05-03,,
CASE000266,CUST000193,ICICI Retail Limited,INV0001923,2025-02-15,103299.29,72,High,In Progress,Rahul Joshi,REP000046,Payment Plan,2025-03-20,2025-04-23,,
CASE000267,CUST000194,SBI Retail Limited,INV0001931,2025-01-06,109860.29,111,Critical,In Progress,Pooja Gupta,REP000013,Settlement Offer,2025-04-03,2025-04-24,,
CASE000268,CUST000195,TCS Retail Limited,INV0001941,2025-02-14,4189892.12,73,Critical,Open,Rajesh Mishra,REP000029,Intensive Collection,2025-02-14,2025-05-03,,
CASE000269,CUST000195,TCS Retail Limited,INV0001943,2024-12-12,1688471.36,132,Critical,In Progress,Priya Mishra,REP000031,Legal Action Warning,2025-01-08,2025-04-25,,
CASE000270,CUST000196,Bajaj Retail Limited,INV0001952,2025-01-28,1657875.79,91,Critical,Pending Customer,Rani Gupta,REP000014,Settlement Offer,2025-02-28,2025-04-27,,
CASE000271,CUST000196,Bajaj Retail Limited,INV0001953,2025-03-21,632528.12,38,High,Open,Raj Gupta,REP000001,Standard Follow-up,2025-03-31,2025-04-21,,
CASE000272,CUST000197,HCL Retail Limited,INV0001963,2024-12-27,131640.41,126,Critical,Escalated,Meena Gupta,REP000017,Legal Action Warning,2025-02-03,2025-05-03,,
CASE000273,CUST000197,HCL Retail Limited,INV0001965,2024-11-15,289640.61,164,Critical,Pending Customer,Amit Joshi,REP000042,Legal Action Warning,2025-03-04,2025-05-06,,
CASE000274,CUST000197,HCL Retail Limited,INV0001967,2025-03-02,381888.27,61,High,In Progress,Shalini Mishra,REP000039,Intensive Collection,2025-03-11,2025-05-04,,
CASE000275,CUST000198,Hindustan Retail Limited,INV0001971,2025-02-04,210066.97,80,High,In Progress,Amit Mishra,REP000022,Payment Plan,2025-04-13,2025-04-26,,
CASE000276,CUST000198,Hindustan Retail Limited,INV0001972,2025-01-04,583681.67,113,Critical,Pending Customer,Anita Gupta,REP000016,Settlement Offer,2025-04-05,2025-05-08,,
CASE000277,CUST000199,Indian Retail Limited,INV0001981,2025-02-18,398525.47,72,High,Pending Customer,Meena Gupta,REP000017,Payment Plan,2025-02-26,2025-04-30,,
CASE000278,CUST000200,Tech Retail Limited,INV0001991,2025-02-13,542411.02,69,High,Pending Customer,Meena Mishra,REP000037,Intensive Collection,2025-04-08,2025-04-20,,
CASE000279,CUST000200,Tech Retail Limited,INV0001996,2025-03-26,548996.42,35,High,Open,Priya Gupta,REP000011,Standard Follow-up,2025-04-16,2025-05-01,,
CASE000280,CUST000200,Tech Retail Limited,INV0001997,2025-02-06,1012469.16,79,Critical,In Progress,Raj Joshi,REP000041,Payment Plan,2025-03-10,2025-04-23,,
CASE000281,CUST000200,Tech Retail Limited,INV0001998,2024-12-01,2366204.53,143,Critical,Pending Customer,Priya Mishra,REP000031,Legal Action Warning,2025-03-13,2025-04-28,,
CASE000282,CUST000201,Tata Media Limited,INV0002003,2025-01-07,69950.63,113,Critical,In Progress,Anita Gupta,REP000016,Legal Action Warning,2025-01-15,2025-05-05,,
CASE000283,CUST000201,Tata Media Limited,INV0002004,2024-12-20,125347.55,133,Critical,Pending Customer,Rahul Joshi,REP000046,Legal Action Warning,2025-02-14,2025-04-20,,
CASE000284,CUST000202,Reliance Media Limited,INV0002013,2025-01-08,374189.06,106,Critical,Escalated,Rajesh Gupta,REP000009,Legal Action Warning,2025-02-25,2025-04-25,,
CASE000285,CUST000206,Wipro Media Limited,INV0002056,2025-04-15,141218.24,8,Medium,Open,Priya Mishra,REP000031,Standard Follow-up,2025-04-15,2025-04-30,,
CASE000286,CUST000206,Wipro Media Limited,INV0002058,2025-01-31,365005.94,82,High,Pending Customer,Rajesh Mishra,REP000029,Payment Plan,2025-03-09,2025-04-19,,
CASE000287,CUST000207,Mahindra Media Limited,INV0002065,2025-02-18,1892312.70,72,Critical,Open,Rani Gupta,REP000014,Intensive Collection,2025-04-07,2025-05-01,,
CASE000288,CUST000207,Mahindra Media Limited,INV0002066,2025-01-18,1637491.02,97,Critical,Pending Customer,Anil Joshi,REP000045,Settlement Offer,2025-04-07,2025-05-01,,
CASE000289,CUST000207,Mahindra Media Limited,INV0002067,2025-01-14,643092.44,103,Critical,Pending Customer,Neha Gupta,REP000012,Legal Action Warning,2025-03-19,2025-04-21,,
CASE000290,CUST000208,Birla Media Limited,INV0002072,2025-03-31,21068.76,23,Low,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-16,2025-04-24,,
